,sex,sex_confi
DRR006429,male,0.93832004
SRR2121907,female,0.7385448
DRR006409,female,0.9994558
SRR949124,male,0.99791825
SRR897059,male,0.99808824
SRR2049766,male,0.9741785
ERR030856,male,0.8949993
SRR2443195,female,0.9976301
SRR1927060,female,0.9998151
SRR896690,male,0.9970864
SRR1206040,female,0.6691718
SRR2052807,female,0.9992067
SRR1721279,male,0.9656418
SRR1781571,male,0.8794862
ERR315439,female,0.6245607
SRR868848,female,0.999856
ERR752632,female,0.99938333
SRR897095,male,0.99644506
SRR1652896,female,0.9971353
SRR191706,male,0.9923483
SRR797121,male,0.96029747
SRR070187,female,0.6884092
ERR649034,male,0.94918346
SRR1652923,female,0.6679772
ERR351411,male,0.9595491
SRR387441,male,0.9968215
SRR1027173,female,0.999998
SRR1521378,female,0.99996936
SRR1195621,male,0.99999297
ERR833251,female,0.99323833
ERR532585,male,0.9997589
SRR1146208,male,0.9993647
SRR2049600,female,0.99982214
SRR1583595,male,0.99410105
SRR897072,male,0.9980286
SRR896953,male,0.94957936
SRR898149,male,0.956697
ERR649036,male,0.9842639
SRR897122,male,0.9531581
SRR1036115,female,0.992818
ERR752794,male,0.9536768
SRR1216119,male,0.9738156
ERR752627,male,0.95677215
SRR397219,female,0.99967843
SRR2087301,female,0.9999738
SRR897596,male,0.9876623
SRR1146261,female,0.9769322
SRR1146158,male,0.99858105
SRR1265531,male,0.9908841
SRR1036050,male,0.9997468
SRR898131,male,0.9993038
ERR752543,male,0.96502084
SRR1026873,female,0.9992348
SRR039632,male,0.9572902
SRR1146250,female,0.9977829
SRR2052798,male,0.9806365
SRR1002089,female,0.9983362
SRR298701,female,0.80648315
SRR988499,female,0.9976034
SRR1202088,female,0.9366811
SRR1177740,male,0.95371056
SRR448090,female,0.93444985
SRR1521355,female,0.99999845
SRR2052702,female,0.99973905
SRR897936,male,0.99335736
SRR1521416,female,0.99999034
DRR006470,male,0.89370334
SRR3096545,female,0.7356917
SRR1768918,male,0.99566823
SRR1617418,male,0.9980887
SRR1026887,male,0.89645797
SRR1146167,male,0.9968363
SRR2313999,male,0.98041403
SRR896718,male,0.9992714
SRR1146227,male,0.99825174
ERR1018460,male,0.960997
SRR897493,male,0.9535221
SRR2443183,female,0.9986677
SRR1603668,male,0.87205476
SRR1146198,male,0.9955422
SRR897608,male,0.98174983
SRR896880,male,0.98684055
SRR1193016,male,0.99999106
SRR831018,male,0.94047326
SRR1693450,male,0.9969207
ERR532584,male,0.9998333
SRR897577,male,0.9862029
SRR1313222,female,0.99850833
SRR2443251,female,0.9934595
SRR1145047,male,0.9983969
SRR1313218,female,0.9966636
SRR1649195,male,0.9960774
SRR1652932,male,0.8638579
SRR1658415,female,0.79461944
SRR1213724,male,0.9979289
SRR898171,male,0.9520612
SRR898182,male,0.9812361
ERR315425,female,0.9694894
SRR1747184,male,0.9651222
ERR315455,male,0.93258876
ERR351437,male,0.7226252
SRR1146210,male,0.9993165
SRR1373462,male,0.99902886
SRR396919,male,0.9968689
ERR752562,male,0.9571288
SRR1101238,male,0.65605676
SRR868827,female,0.9999343
SRR1265573,male,0.98616207
ERR315393,female,0.9999021
SRR1693472,male,0.95713675
SRR1767295,female,0.9999299
SRR797125,female,0.998724
ERR519473,male,0.9714176
ERR519500,male,0.9774364
SRR797109,female,0.9997829
SRR1663287,female,0.99559355
ERR315392,female,0.99891406
SRR2049722,female,0.9996848
ERR752528,male,0.9637141
SRR896839,male,0.98237836
SRR897892,male,0.9417287
SRR1652963,female,0.640702
SRR1216122,male,0.999972
SRR2052721,male,0.9910197
SRR1047848,male,0.95901024
SRR897652,male,0.97216785
SRR1201697,female,0.95500004
SRR846956,male,0.98801345
SRR1202298,female,0.987961
SRR1201795,female,0.99132335
SRR1047813,female,0.9976813
SRR1177695,male,0.9180849
SRR1768829,male,0.9890741
SRR1927029,female,0.99992836
SRR2049697,female,0.9999569
SRR1521392,male,0.99220705
SRR649760,male,0.9976349
SRR897904,male,0.950933
ERR863682,female,0.99937105
SRR2052799,male,0.9940258
SRR2052666,male,0.98486173
SRR363699,male,0.73301464
SRR797149,female,0.8767625
SRR299106,female,0.99671507
SRR1265666,male,0.9816696
SRR1265600,male,0.9795477
SRR2443162,female,0.99573344
SRR1617447,female,0.9994262
ERR752618,male,0.9585807
SRR1313157,female,0.9997196
ERR752899,male,0.96225816
SRR1190467,male,0.9999817
SRR975599,male,0.86214685
SRR2925168,female,0.7412436
ERR752788,male,0.9505194
ERR752895,male,0.97775745
SRR1313213,female,0.99796104
SRR896772,male,0.9451429
SRR1608776,female,0.99961233
SRR1557954,male,0.9417149
SRR896722,male,0.9983233
SRR363700,female,0.61902285
SRR897340,male,0.97140753
SRR2314008,male,0.9775795
SRR1201700,female,0.9218664
SRR1373452,male,0.98116827
SRR897235,male,0.9783858
SRR943359,female,0.500598
SRR897513,male,0.94687444
SRR1265516,male,0.9906929
SRR1203008,female,0.7385448
SRR896849,male,0.9836977
SRR1193405,male,0.9999941
SRR2049758,male,0.9896102
SRR2052682,female,0.9990508
SRR1658416,female,0.9218955
SRR786782,male,0.9941063
SRR897324,male,0.9583975
SRR898324,male,0.9521085
ERR752775,female,0.9988362
ERR649019,female,0.9946955
ERR752577,male,0.9564047
SRR1265501,male,0.9900176
SRR2040270,female,0.99001503
SRR2087320,female,0.99984473
SRR1177741,female,0.9997452
SRR633597,male,0.9948492
SRR1265678,male,0.9831408
DRR006438,female,0.9961584
SRR896687,male,0.99771005
SRR1265609,male,0.9893993
SRR898012,male,0.9546515
SRR934365,female,0.99958766
SRR633608,female,0.9972822
SRR1521411,female,0.9999956
SRR786619,male,0.9549533
SRR896751,male,0.9433398
SRR611842,male,0.587871
SRR897102,male,0.99599373
SRR020730,male,0.5482484
SRR611069,female,0.99961805
SRR1146150,female,0.9996177
SRR2052776,male,0.9913932
SRR959694,female,0.8948889
SRR2443153,female,0.9991703
ERR752707,female,0.99995935
SRR2759006,female,0.95045125
SRR496582,male,0.9999875
SRR897062,male,0.995869
SRR1617440,female,0.9999973
SRR363756,male,0.9982692
SRR898143,male,0.9373792
SRR545719,male,0.98435
SRR898177,male,0.9880475
SRR1216019,male,0.9993752
SRR2049584,female,0.9993542
SRR1665019,male,0.91529006
SRR797082,female,0.9998196
SRR1785312,female,0.99697626
SRR2052823,male,0.9714271
SRR449361,female,0.99969226
ERR661165,female,0.9725874
SRR1562548,female,0.9999739
SRR1036507,male,0.993738
ERR863761,female,0.9988104
SRR898345,male,0.94924974
SRR2052700,male,0.99021786
SRR548611,male,0.9552994
SRR633607,male,0.9462571
SRR791044,female,0.99868506
SRR1652904,male,0.5851624
SRR1146175,female,0.9991844
ERR329504,female,0.9650796
DRR006423,female,0.9617933
SRR397207,female,0.90051544
SRR949109,female,0.99758893
SRR2443170,female,0.9989621
SRR1203811,female,0.77028024
ERR351385,female,0.9986687
ERR519511,female,0.9996146
SRR633595,male,0.99351346
ERR752820,male,0.9683115
SRR419540,male,0.99273473
SRR898419,male,0.97737134
SRR897307,male,0.93466157
SRR1823862,male,0.9386562
SRR1652939,female,0.9559609
ERR661164,female,0.9807008
SRR896684,male,0.99715173
SRR2052746,male,0.9865686
SRR058072,male,0.9279059
SRR1026914,male,0.9591877
ERR833250,male,0.9872557
SRR2052726,male,0.9977501
SRR423957,male,0.9965291
SRR897587,male,0.98623025
SRR897953,male,0.97899234
SRR644276,female,0.9482034
SRR897329,male,0.95294034
ERR863688,female,0.99999875
SRR424345,male,0.87922496
ERR030870,male,0.78186667
ERR315414,male,0.999869
SRR1146141,female,0.99972486
SRR2859772,male,0.8642392
SRR2927598,male,0.89331645
SRR1202843,male,0.5265583
SRR1202846,female,0.9452028
SRR2313066,male,0.9937196
SRR896808,male,0.96177804
SRR903002,male,0.83448285
SRR1265576,male,0.99489605
DRR006401,female,0.93870676
SRR2443208,female,0.9990595
SRR2962018,female,0.99522316
SRR1163261,male,0.9025854
SRR1047865,female,0.99388105
SRR924532,male,0.9999136
SRR363694,female,0.6133821
SRR1927056,female,0.99879247
SRR897583,male,0.98706263
SRR633600,male,0.93324107
SRR897261,male,0.98698294
SRR868838,female,0.9999612
ERR752889,female,0.99943733
SRR1146091,male,0.99667645
SRR2443164,female,0.99756515
ERR315479,female,0.99393225
SRR1265590,male,0.977695
ERR752555,male,0.9670701
SRR896756,male,0.9266033
SRR628586,female,0.75203526
SRR1216062,male,0.9859398
SRR897847,male,0.99636936
ERR863762,female,0.99997556
SRR897832,male,0.9983719
ERR752824,male,0.9483725
SRR898344,male,0.9348979
ERR649063,female,0.9973776
SRR1747202,male,0.94864047
SRR1608838,female,0.9978914
SRR897101,male,0.998158
SRR1313190,female,0.99795806
SRR650201,male,0.9998876
ERR532433,male,0.9981802
SRR1746775,female,0.97533625
SRR396948,female,0.99284995
ERR752879,male,0.96012783
SRR1026947,male,0.9418391
SRR896791,male,0.9472636
SRR1036019,male,0.99519193
SRR797099,female,0.96618974
SRR2049590,male,0.9927367
SRR396912,female,0.9999995
SRR1422070,female,0.7658433
ERR752897,male,0.97338486
ERR832537,male,0.87907934
SRR897436,male,0.9988826
SRR897894,male,0.9472534
SRR2049616,female,0.9996921
SRR2052709,male,0.988725
SRR897470,male,0.99735385
ERR315366,female,0.9999889
SRR897195,male,0.9604206
SRR897326,male,0.9537222
SRR2049639,male,0.9511938
SRR1657543,male,0.9998452
SRR397191,male,0.999687
SRR1206035,female,0.9514741
ERR752779,male,0.9731083
SRR1665020,male,0.98609483
ERR409745,female,0.9998807
SRR897793,male,0.99813384
SRR1190461,male,0.99997777
SRR1698139,male,0.9982379
ERR832548,male,0.96079826
SRR542399,female,0.998144
SRR922222,male,0.9839964
SRR1146189,male,0.99568176
SRR831000,male,0.97802734
SRR1583599,female,0.99747384
SRR1216056,male,0.98870593
SRR1161035,female,0.99999905
ERR752821,male,0.9697687
SRR1652914,male,0.8871792
SRR898239,male,0.9989107
SRR1201861,female,0.96088314
SRR797161,female,0.99989015
DRR006403,male,0.99296886
SRR791059,female,0.99999106
SRR2052803,male,0.9934697
SRR898282,male,0.998802
SRR950087,male,0.94950753
SRR537104,female,0.9988092
SRR949104,male,0.9973027
SRR791055,female,0.9980963
SRR396888,female,0.9999283
SRR898278,male,0.9959116
SRR448112,female,0.995389
SRR1652970,male,0.87364596
SRR1608854,male,0.99794275
SRR1146092,female,0.9997767
SRR897815,male,0.9981696
SRR1146117,male,0.99726456
SRR1265683,male,0.98936003
SRR1192167,male,0.9999852
ERR752893,male,0.9698537
ERR594513,male,0.99970686
SRR2052699,male,0.980131
SRR1191348,male,0.99999285
SRR896916,male,0.9645729
SRR2049666,male,0.94956195
SRR896890,male,0.9888514
SRR791063,female,0.99998504
SRR959701,female,0.9078646
SRR397223,male,0.99509114
ERR752813,male,0.9806134
SRR797097,female,0.99942386
SRR897950,male,0.99065715
ERR519479,male,0.97475463
SRR898405,male,0.9891903
SRR1146151,female,0.99991924
SRR396952,female,0.98026305
ERR752792,male,0.98143613
SRR1027189,female,0.99970114
SRR1652940,male,0.9938261
SRR628220,male,0.65928924
SRR1747209,male,0.97172034
SRR1213729,male,0.9971045
SRR448091,male,0.94888484
ERR315491,female,0.9443981
SRR1785284,female,0.9939907
SRR897967,male,0.986529
ERR752783,male,0.956041
ERR351442,male,0.9864871
SRR1652949,male,0.7794146
SRR896664,male,0.998409
DRR006486,male,0.9809616
SRR1746773,female,0.88375986
SRR1656640,female,0.99933755
SRR1216123,male,0.9484782
SRR896848,male,0.98643905
SRR2859768,male,0.96553195
SRR396945,male,0.9805795
SRR896781,male,0.92813766
ERR351441,male,0.81188315
SRR897065,male,0.9912726
SRR2314030,female,0.9999871
SRR764668,female,0.61576915
SRR897419,male,0.9989363
SRR2962004,male,0.99229825
SRR897799,male,0.9977745
SRR903032,male,0.75242573
SRR1768844,male,0.99484396
SRR896798,male,0.9588968
SRR834563,female,0.909145
SRR897289,male,0.94987917
SRR1957202,female,0.9999014
SRR903298,male,0.96949977
SRR897676,male,0.97634363
SRR633604,female,0.9997341
ERR952490,female,0.99972713
SRR1026940,male,0.90923023
SRR898460,male,0.97333634
SRR1747191,male,0.9719013
SRR1768842,male,0.9989864
ERR315447,male,0.9787737
SRR903114,male,0.94339335
SRR897986,male,0.9473092
SRR1649193,male,0.99989015
SRR1163054,female,0.9996332
DRR006455,male,0.60776246
SRR1146106,female,0.9955093
SRR1313155,female,0.9929392
SRR1068000,male,0.86363953
SRR496578,male,0.99977815
SRR1216097,male,0.9723009
SRR1046816,male,0.99910676
SRR897533,male,0.9628464
ERR752754,male,0.95684206
SRR898336,male,0.9553825
SRR2028009,male,0.73949003
SRR797138,female,0.999208
SRR1721304,male,0.97626936
SRR1608878,male,0.99844486
SRR2443207,female,0.99976885
SRR1658409,female,0.9768187
SRR611070,female,0.9998275
SRR1201717,female,0.93777436
SRR537109,male,0.7887775
ERR649040,male,0.89505875
ERR315409,male,0.9883025
SRR1201828,female,0.99497366
SRR897820,male,0.9968729
SRR897816,male,0.9967502
SRR1216032,male,0.9539296
SRR1767255,female,0.9977145
SRR959730,female,0.90183717
ERR752773,male,0.9414468
SRR649551,male,0.999831
SRR2443252,female,0.997337
SRR897097,male,0.9959736
SRR1422074,female,0.7712326
SRR897817,male,0.9974769
ERR752520,male,0.98067844
ERR315413,female,0.9999363
SRR897997,male,0.97853357
SRR897518,male,0.9601327
SRR1385246,male,0.99997866
SRR1216009,male,0.99672204
SRR1191954,male,0.99998635
SRR397178,female,0.9981715
SRR1313169,female,0.99979496
SRR898295,male,0.99627334
SRR897117,male,0.9972245
SRR222178,male,0.99596786
SRR1177707,male,0.9018863
SRR2927600,male,0.696363
ERR315334,male,0.98783094
SRR897562,male,0.96315354
SRR2087350,male,0.9871969
SRR1608613,male,0.99953187
SRR2087363,female,0.99929035
SRR1146168,male,0.998248
SRR897971,male,0.97620714
SRR3096612,female,0.75900733
SRR1754147,female,0.96964395
ERR315379,male,0.99824893
SRR948498,female,0.9600326
SRR897703,male,0.967315
ERR351353,male,0.9936406
SRR633564,male,0.9882037
SRR1521429,female,0.99958163
SRR649552,male,0.99992067
SRR363690,female,0.9870368
SRR2052660,male,0.9767386
SRR396955,male,0.99689054
SRR896868,male,0.9911746
SRR846953,male,0.9630194
SRR2049612,male,0.9728216
SRR988502,female,0.9982785
SRR1658438,male,0.89342415
SRR1192321,male,0.99997824
SRR959647,female,0.78362036
SRR1663124,male,0.94326687
SRR1582513,female,0.99969447
SRR950079,male,0.9354836
SRR1124844,male,0.9701704
SRR2028011,female,0.99955046
SRR2443148,female,0.98546946
SRR1177698,female,0.99102485
SRR2314006,female,0.9959757
SRR1313128,female,0.9907468
SRR2049733,female,0.9999672
SRR897908,male,0.95184004
SRR1201675,female,0.9441249
SRR797150,female,0.9995958
SRR2049734,female,0.9993299
ERR532444,male,0.9975568
SRR397182,male,0.9989397
SRR1656647,female,0.9983057
SRR897574,male,0.9908352
SRR898129,male,0.99858177
SRR1203025,female,0.9983474
SRR786615,male,0.9881754
SRR897423,male,0.9972971
SRR897236,male,0.9848951
ERR752767,male,0.9732391
SRR1663229,female,0.9979947
SRR057637,male,0.99888325
SRR1924424,male,0.94896805
SRR332270,male,0.99881566
SRR898319,male,0.94476163
SRR2443150,female,0.99586517
ERR668346,male,0.9712168
SRR1037486,female,0.6934413
SRR2040368,female,0.97883904
SRR898375,male,0.98936236
SRR897925,male,0.9908122
SRR1652960,female,0.99462736
SRR1521432,female,0.9999895
SRR897678,male,0.94971216
SRR2049702,female,0.9995235
ERR752763,male,0.9657429
SRR1663273,male,0.99666435
SRR2040350,female,0.99916154
ERR649021,female,0.99807215
SRR1698177,male,0.9987453
SRR448101,female,0.99934065
SRR2506928,male,0.9845041
SRR897337,male,0.9373447
SRR1201802,female,0.9709053
ERR315360,female,0.99956197
SRR1747171,male,0.96516657
SRR530652,female,0.6955434
SRR1201794,female,0.9588977
SRR2443226,female,0.99928963
SRR897869,male,0.9642781
SRR2443212,female,0.99816877
SRR1663214,female,0.71348614
SRR975581,male,0.99452144
SRR787271,male,0.9058714
SRR2969595,female,0.9944965
ERR752694,male,0.958504
SRR1177751,male,0.94718665
SRR1313151,female,0.9887272
SRR542347,female,0.9613447
SRR2049699,male,0.9605361
SRR537118,female,0.99367934
SRR868806,female,0.9963083
SRR2313984,female,0.9998354
SRR2052763,male,0.9574914
SRR959628,female,0.78646815
SRR1213743,male,0.9354981
SRR1265648,male,0.9884607
SRR1047863,male,0.92647076
SRR644277,male,0.8784235
SRR959629,female,0.78157365
SRR924529,male,0.9999835
SRR926669,female,0.98597115
SRR2052667,male,0.98624885
SRR1617459,female,0.9947923
SRR898422,male,0.98146564
SRR1146166,male,0.992668
SRR1039806,female,0.92380494
SRR897217,male,0.98356736
SRR797155,female,0.99996156
SRR2052673,male,0.992593
SRR830994,male,0.9706081
SRR1663264,female,0.99947387
SRR1206039,male,0.8535072
DRR006449,female,0.9989789
ERR752726,female,0.9961672
SRR1146183,male,0.995667
SRR1146216,male,0.9955446
SRR1002084,female,0.9992646
SRR1216061,male,0.9868015
SRR542381,female,0.9999841
SRR2052779,female,0.9975033
SRR1201683,female,0.9307605
SRR897662,male,0.97039163
SRR897721,male,0.9509121
SRR2314018,male,0.98497903
SRR1067932,male,0.84250563
SRR2443216,female,0.9988583
SRR1521373,female,0.9998754
SRR896716,male,0.99908245
SRR896837,male,0.9862812
SRR897707,male,0.9678043
SRR1146231,female,0.998314
SRR1385247,male,0.99991643
SRR2087305,male,0.99994564
SRR897586,male,0.98697776
SRR959695,female,0.90354365
SRR346464,male,0.99364007
ERR752885,male,0.9465642
SRR903106,male,0.7968055
SRR1768858,male,0.998556
SRR2087307,female,0.99992096
SRR650188,male,0.9998274
SRR2049618,female,0.99980766
SRR1146195,male,0.99745166
SRR1617435,female,0.9994463
SRR1216065,male,0.98872006
SRR897521,male,0.95269406
SRR1203812,female,0.7527696
SRR1036505,female,0.9936538
SRR2545349,male,0.57209927
SRR897134,male,0.9344691
SRR2049704,female,0.9993893
SRR797073,female,0.99997234
SRR868854,female,0.999996
SRR897157,male,0.9446362
SRR959604,female,0.8000399
SRR1195619,male,0.9999936
SRR349741,male,0.99896604
SRR1201865,female,0.98198164
SRR1201724,male,0.50156826
SRR191666,male,0.99933517
SRR1216008,male,0.9974902
SRR902932,male,0.7776946
SRR975559,male,0.99977094
SRR897486,male,0.99875534
SRR2052782,female,0.99824315
SRR903170,male,0.86292857
SRR897421,male,0.99732226
SRR801692,female,0.99958247
SRR1146258,female,0.7385448
SRR1177717,female,0.9991562
SRR2049620,male,0.9699529
SRR897685,male,0.95264596
SRR1027179,female,0.99998534
SRR1265565,male,0.9855956
SRR191702,female,0.9933907
SRR2557125,female,0.9699494
ERR661157,female,0.9723703
SRR633568,male,0.9384041
SRR897428,male,0.9979207
SRR2926032,male,0.9814121
SRR1163248,female,0.999714
SRR1313103,female,0.99990976
ERR833246,female,0.99504507
SRR1177708,male,0.9065345
ERR752799,male,0.9738374
ERR661161,female,0.9756712
SRR1721296,female,0.9999882
SRR627777,female,0.97164744
SRR1216074,male,0.98502684
SRR2047490,male,0.99277276
SRR546580,female,0.8994132
SRR1313114,female,0.9999353
ERR752693,male,0.95245504
SRR1521423,female,0.99999714
SRR1608642,male,0.9989293
SRR2121908,female,0.849829
SRR514150,male,0.9981532
SRR2047489,male,0.7851859
SRR897559,male,0.94240254
SRR868875,female,0.99700105
SRR2121909,female,0.847785
SRR2087326,male,0.9882431
SRR387404,male,0.9997514
ERR661279,female,0.8015238
SRR1027996,female,0.98509634
SRR897110,male,0.9973925
SRR1767250,female,0.99836695
SRR1060759,male,0.86404383
ERR329511,male,0.99629724
SRR797169,female,0.9999733
SRR1608713,male,0.8526968
SRR1693622,male,0.99369395
SRR1146102,female,0.999691
ERR833229,male,0.95048934
SRR1608623,female,0.9998126
SRR628225,female,0.99254674
ERR752812,male,0.9707238
SRR2443213,female,0.99922466
SRR831010,male,0.72312844
SRR1957186,male,0.8522483
SRR479058,female,0.99951535
SRR2047494,male,0.86124945
SRR1781565,male,0.6822729
SRR1146083,female,0.99723417
ERR752622,male,0.9745466
SRR1190507,male,0.9999919
SRR1373458,male,0.974648
SRR2443161,female,0.99507904
SRR1265567,male,0.9806234
ERR863720,female,0.9861263
SRR896711,male,0.999071
SRR2087311,male,0.9967696
SRR801699,female,0.99891376
SRR1265504,male,0.95680904
SRR546232,male,0.99070436
SRR898128,male,0.99850416
SRR1927040,male,0.9418899
SRR2052661,male,0.98892736
SRR2081137,male,0.9999959
SRR897887,male,0.93445337
SRR896757,male,0.9390211
ERR519505,male,0.99767905
SRR797157,female,0.9245086
SRR896746,male,0.93899155
SRR1026964,male,0.97107375
SRR542348,female,0.98973686
